Name,Brand,Color,Fuel,Gearbox,Year,Km,Fuel_consumption,Co2_emission,Doors,Price
Skoda Fabia,Skoda,Noir Magic,Essence,Manuelle,2018,42710,4.6,101,5,13 499
Suzuki VITARA,Suzuki,Bleu,Essence,Automatique,2016,86635,5.5,127,5,14 999
Renault Scenic 3,Renault,Gris Cassiopée,Essence,Manuelle,2016,53900,6.2,140,5,13 699
Renault Kangoo,Renault,Blanc,Diesel,Manuelle,2019,77812,4.2,115,4,14 899
Toyota RAV 4,Toyota,Bronze Clarissimo,Diesel,Manuelle,2016,121585,4.7,124,5,15 999
Citroën GRAND C4 SPACETOURER,Citroën,Blanc Banquise,Essence,Manuelle,2018,63379,N/A,114,5,17 999
Mercedes Classe B,Mercedes,POLAR SILVER,Diesel,Manuelle,2014,64450,4.1,108,5,14 999
Hyundai i20,Hyundai,Gris,Hybride essence,Manuelle,2020,47739,5.1,115,5,14 999
Seat Leon ST,Seat,Electric blue,Diesel,Manuelle,2018,94822,4.2,108,5,13 999
Volkswagen Golf Sportsvan,Volkswagen,Noir Intense,Diesel,Manuelle,2015,96578,4,101,5,14 997
Hyundai i20,Hyundai,Bleu,Essence,Automatique,2019,36784,5.6,111,5,15 999
Infiniti Q30,Infiniti,Noir,Diesel,Manuelle,2017,69651,3.9,108,5,14 799
DS DS4 CROSSBACK,DS,Gris Platinium,Essence,Manuelle,2017,49730,5,112,5,14 999
Suzuki S-CROSS,Suzuki,Bleu,Essence,Manuelle,2018,64901,5.3,113,5,14 799
Hyundai Tucson,Hyundai,Blanc Polaire,Diesel,Manuelle,2016,70335,4.6,119,5,18 499
Ford ECOSPORT,Ford,,Diesel,Manuelle,2019,72568,,,,15 099
Citroën C4 CACTUS BUSINESS,Citroën,Blanc Banquise,Diesel,Manuelle,2018,49924,3.5,97,5,14 999
Seat Ibiza,Seat,Rouge,Essence,Manuelle,2020,15000,5.6,126,4,16 399
Renault Talisman Estate,Renault,Noir Etoile,Diesel,Automatique,2017,130820,4.6,120,5,15 499
Nissan X-Trail,Nissan,Vert Maquis,Diesel,Manuelle,2018,111327,5.1,133,5,17 799
Honda Civic,Honda,Gris Sonic,Essence,Manuelle,2020,63571,4.8,134,5,16 999
Renault Grand Scénic 4,Renault,Gris Platine / Toit Noir Etoilé,Essence,Automatique,2018,97151,5.5,124,5,19 799
Volkswagen Passat SW,Volkswagen,BLU,Diesel,Automatique,2018,84285,4,104,5,17 499
Dacia Dokker,Dacia,Blanc Glacier,Diesel,Manuelle,2020,58650,4,113,5,15 999
Opel Crossland,Opel,,Diesel,Manuelle,2021,27384,,,,17 799
Abarth 595,Abarth,Gris Record,Essence,Manuelle,2019,34946,6.6,150,3,17 299
Toyota Prius,Toyota,Gris Atlas,Hybride essence,Automatique,2016,111005,3.3,76,5,17 799
Opel Grandland X,Opel,Gris Quartz,Essence,Manuelle,2019,60291,5.2,118,5,17 999
DS DS3 CROSSBACK,DS,Gris,Diesel,Manuelle,2019,27130,2.3,97,5,20 399
Citroën Berlingo,Citroën,,Diesel,Manuelle,2020,40428,,,,20 999
Toyota Corolla,Toyota,,Hybride essence,Automatique,2020,85591,,,,18 999
Kia Rio,Kia,Gris Aluminium,Hybride essence,Automatique,2021,49545,5.5,125,5,18 999
Mazda CX-5,Mazda,Titanium Flash,Diesel,Automatique,2016,106267,5,144,5,18 299
Ford Focus SW,Ford,Gris Magnetic,Essence,Manuelle,2019,79895,4,104,5,16 499
Renault Grand Scénic 4,Renault,Gris Platine,Diesel,Automatique,2020,60804,5.9,126,5,20 999
Ford Mondeo,Ford,Blanc Platinium,Hybride essence,Automatique,2018,102351,4.2,92,4,18 999
Renault Talisman Estate,Renault,Gris Cassiopée,Diesel,Automatique,2016,76635,4.6,120,5,18 499
Jeep Compass,Jeep,Jazz Blue,Diesel,Manuelle,2019,68740,6.2,129,5,18 999
Peugeot 508,Peugeot,Gris Metallique,Diesel,Manuelle,2019,47763,4.1,105,4,19 199
Peugeot Partner Tepee,Peugeot,Gris Aluminium,Diesel,Manuelle,2017,53380,4.1,116,5,17 999
Ford S-Max,Ford,White Platinum,Diesel,Automatique,2016,128825,5.2,134,5,18 999
Volkswagen CADDY FOURGON,Volkswagen,Blanc Candy,Diesel,Automatique,2018,71178,4.9,131,4,19 499
Nissan Leaf,Nissan,Bronze Intense,Electrique,Automatique,2021,5335,0.0,0,5,18 999
Volkswagen T-CROSS,Volkswagen,Orange Energetic,Essence,Manuelle,2022,12038,5.8,131,5,19 999
Kia XCEED,Kia,Bleu Fusion,Hybride essence rechargeable,Auto...,2020,75235,N/A,38,5,20 999
BMW X1,BMW,Argento,Diesel,Automatique,2017,95490,4.7,123,5,22 499
Volkswagen Coccinelle,Volkswagen,Blanc,Essence,Automatique,2015,75760,5.4,124,3,19 699
BMW Série 2 Active Tourer,BMW,Black,Diesel,Automatique,2018,53593,4.3,109,5,21 499
Skoda Scala,Skoda,Red,Essence,Manuelle,2022,35096,5.5,120,5,18 999
Mini Clubman,Mini,MOONWALK GREY,Essence,Automatique,2021,30638,5.5,139,6,21 999
Mercedes GLA,Mercedes,Noir Cosmos,Diesel,Automatique,2017,115392,4.2,110,5,22 499
Jaguar XE,Jaguar,Yulong White (Glacier White),Diesel,Automatique,2016,59774,4.7,123,4,22 099
Renault Grand Scenic,Renault,,Diesel,Manuelle,2019,48294,,,,20 199
Audi A4,Audi,Gris Manhattan,Essence,Manuelle,2019,52494,5.8,126,4,23 299
Tesla MODEL 3,Tesla,Rouge Multicouches,Electrique,Automatique,2019,112702,0.0,0,4,27 999
Opel Mokka,Opel,Gris Quartz / Toit Noir,Essence,Automatique,2022,33000,5,133,5,21 999
Citroën C4 X,Citroën,Gris Acier,Essence,Automatique,2023,3905,5,129,4,23 199
Kia Niro,Kia,Gris Galène,Electrique,Automatique,2019,29041,0.0,0,5,23 999
Peugeot 508 SW,Peugeot,Blanc Banquise,Diesel,Automatique,2020,61721,3.8,130,5,23 099
Audi A4,Audi,Gris Manhattan,Diesel,Automatique,2019,91863,4,137,4,25 499
Volvo XC40,Volvo,,Diesel,Automatique,2018,92322,,,,26 199
Seat Ateca,Seat,,Diesel,Manuelle,2021,33411,,,,24 999
BMW I3,BMW,Blanc,Electrique,Automatique,2020,25453,0.0,0,5,22 299
Audi TT,Audi,Gris,Essence,Manuelle,2017,82436,5.8,138,3,25 999
BMW Série 3 Touring,BMW,Gris Mineral,Diesel,Automatique,2018,74803,4,133,5,27 399
Volkswagen Caddy,Volkswagen,Bleu Acapulco,Diesel,Automatique,2019,19390,5.3,139,5,25 999
Kia Ceed,Kia,,Essence,Automatique,2022,16309,,,,24 199
Mazda Mx-30,Mazda,,Electrique,Automatique,2022,10700,0.0,0,,24 999
Renault Mégane E-TECH,Renault,Blanc Glacier,Electrique,Automatique,2022,41246,0.0,0,5,27 999
DS DS4,DS,Or Cuivré / Noir Perla Nera,Diesel,Automatique,2022,10601,3,127,5,28 999
Renault Koleos,Renault,Blanc,Essence,Automatique,2022,20808,6,155,5,26 999
BMW Série 5 Touring,BMW,Carbonschwarz,Diesel,Automatique,2017,117460,5.5,144,5,28 999
Audi A1,Audi,Bleu Firmament,Essence,Automatique,2022,10121,6.4,146,5,30 699
Skoda Superb Combi,Skoda,Energy-Blau,Diesel,Automatique,2021,78486,5.7,144,5,26 999
Opel Grandland,Opel,,Essence,Automatique,2022,13393,,,,27 499
Citroën Jumpy,Citroën,Blanc,Diesel,Manuelle,2022,10,7.5,194,5,30 999
Cupra Formentor,Cupra,,Essence,Manuelle,2022,5,,,,30 799
Volkswagen Touran,Volkswagen,Atlantik blue (blau),Diesel,Automatique,2021,31580,5.6,143,5,30 173
Mitsubishi Eclipse Cross,Mitsubishi,Amethyst Black,Hybride essence rechargeable,Auto...,2022,25461,2,46,5,29 399
BMW Série 5,BMW,Bluestone,Essence,Automatique,2017,25417,5.5,132,4,32 999
Volkswagen Tiguan Allspace,Volkswagen,White,Diesel,Automatique,2018,61301,7.1,151,5,33 881
Volvo V60,Volvo,,Hybride diesel,Automatique,2021,35726,,,,31 499
BMW Série 3,BMW,Alpinweiss,Diesel,Automatique,2019,65235,4.3,109,4,32 999
Mercedes CLASSE A BERLINE,Mercedes,Blanc digital,Diesel,Automatique,2023,21505,N/A,141,4,36 999
Volvo XC60,Volvo,Noir Onyx,Hybride essence rechargeable,Auto...,2017,98366,2,49,5,38 499
Tesla MODEL Y,Tesla,Noir,Electrique,Automatique,2023,6750,0.0,0,5,49 999
BMW Série 5,BMW,BLU,Diesel,Automatique,2019,43302,4.5,119,4,34 099
BMW X4,BMW,Glaciersilber,Diesel,Automatique,2019,84380,5.6,145,5,39 499
Tesla MODEL S,Tesla,Midnight Silver,Electrique,Automatique,2018,79240,0.0,0,4,42 499
Volkswagen Arteon Shooting Brake,Volkswagen,Kings red (rot),Hybride essence rechargeable,Auto...,2021,29500,1.4,27,4,36 999
Toyota Auris,Toyota,Gris,Hybride essence,Automatique,2016,127540,3.9,91,5,15 999
Skoda Octavia Combi,Skoda,Orange,Diesel,Automatique,2022,15648,5.8,150,5,38 999
Dacia Logan,Dacia,Bleu Cosmos,Essence,Manuelle,2016,90122,4.9,109,4,8 499
Mercedes Classe C Break,Mercedes,Gris Graphite,Diesel,Automatique,2021,33401,5.5,139,5,38 999
Renault Captur,Renault,Brun Ivoire / Noir Etoilé,Essence,Manuelle,2015,109081,4,113,5,10 999
Peugeot 308,Peugeot,"Marron ""Rich Oak""",Essence,Manuelle,2015,92160,4.5,107,5,11 599
Tesla MODEL X,Tesla,Gris Nuit Métallisé,Electrique,Automatique,2018,44653,0.0,0,5,59 699
Peugeot 5008,Peugeot,Gris Artense,Essence,Manuelle,2016,65260,5.4,118,5,16 999
Mercedes GLC,Mercedes,Bleu Cavansite,Diesel,Automatique,2022,26740,5.8,159,5,51 299
Citroën C3,Citroën,Blanc,Essence,Manuelle,2016,53490,4.5,104,5,10 199
Land Rover Velar,Land,Kaikoura Stone,Diesel,Automatique,2019,102385,5.9,151,5,40 399
Renault Captur,Renault,Brun Ivoire,Diesel,Automatique,2018,118659,4,113,5,11 499
Renault Captur,Renault,Ivoire,Essence,Manuelle,2018,79291,5,123,5,10 999
Audi Q4 e-tron,Audi,Gletscherweiß,Electrique,Automatique,2022,11880,0.0,0,5,55 599
Dacia Sandero,Dacia,Gris Platine,Essence,Manuelle,2016,82100,5.8,130,5,9 299
Dacia Sandero,Dacia,Bleu Cosmos,Essence,Manuelle,2018,39839,5.2,117,5,9 499
Fiat 500,Fiat,Gris Electroclash,Essence,Manuelle,2018,70215,4.9,115,3,10 699
Peugeot 308 SW,Peugeot,Bleu Magnetic,Essence,Automatique,2015,135374,4.9,119,5,11 999
Opel Corsa,Opel,Gris Platine,Essence,Manuelle,2018,59677,5.6,129,5,11 499
Renault Twingo 3,Renault,Brun Cappuccino,Essence,Manuelle,2016,38766,5,112,5,9 999
Land Rover Velar,Land,Blanc Fuji,Hybride essence rechargeable,Auto...,2021,20256,N/A,50,5,61 999
Renault Kadjar,Renault,Bleu Cosmos,Essence,Manuelle,2018,73825,6.2,139,5,14 299
Volkswagen Golf 7,Volkswagen,Blanc Pur,Essence,Automatique,2015,150480,4.8,113,5,14 199
Citroën C4 Picasso,Citroën,Blanc Banquise,Essence,Manuelle,2016,121575,5,115,5,10 499
Toyota Aygo,Toyota,,Essence,Manuelle,2019,33561,,,,11 299
Opel Corsa,Opel,Gris Mineral,Essence,Manuelle,2018,60342,5.2,120,5,11 499
Citroën C4 Cactus,Citroën,Noir Obsidien,Diesel,Automatique,2017,108585,3.4,89,5,13 299
Toyota Yaris,Toyota,Blanc Pur,Hybride essence,Automatique,2015,45729,3.3,75,5,14 999
Citroën C3 Picasso,Citroën,Blanc Banquise,Essence,Manuelle,2015,107085,5,115,5,8 799
Renault Scénic 4,Renault,Gris Cassiopée / Toit Noir,Diesel,Manuelle,2017,84065,3.9,100,5,14 799
Citroën C4 Picasso,Citroën,Gris Aluminium,Essence,Manuelle,2015,103575,5,115,5,10 499
Mercedes Classe A,Mercedes,Blanc Calcite,Diesel,Manuelle,2016,100813,4.5,111,5,18 999
Fiat 500X,Fiat,Ivoire,Diesel,Manuelle,2018,107425,4.7,123,5,12 999
Volkswagen Tiguan,Volkswagen,Blanc Candy,Diesel,Automatique,2014,127874,5.9,158,5,16 499
DS DS3,DS,Blanc Opalin/Whisper,Essence,Manuelle,2017,81375,4.5,105,3,11 399
Opel Crossland X,Opel,Rouge,Essence,Manuelle,2018,51188,5.1,116,5,14 199
Fiat Tipo,Fiat,Gris Electroclash,Essence,Manuelle,2020,34041,6.7,161,5,13 499
Opel Corsa,Opel,Gris Quartz,Essence,Manuelle,2021,19237,5,118,5,12 999
Fiat Panda,Fiat,Rouge Bartolini,Essence,Manuelle,2020,26700,4.5,134,5,13 999
Renault Clio 4 Estate,Renault,Noir Etoile,Diesel,Manuelle,2016,43429,3.3,85,5,14 499
Ford Focus,Ford,,Essence,Manuelle,2018,89370,,,,14 075
Dacia Logan MCV,Dacia,Gris Platine,Essence,Manuelle,2016,31657,4.9,109,5,13 299
Ford C-Max,Ford,Gris Lunaire,Diesel,Manuelle,2018,85110,4.7,125,5,12 999
Toyota Aygo X,Toyota,Bleu Genièvre,Essence,Manuelle,2023,692,4.7,108,5,14 999
Dacia SPRING,Dacia,Bleu Cenote,Electrique,Automatique,2021,6672,0.0,0,5,13 999
Renault Talisman,Renault,Gris Platine,Diesel,Automatique,2015,95831,4.5,118,4,14 999
Nissan Micra,Nissan,,Essence,Manuelle,2020,50422,,,,12 999
Kia Sportage,Kia,Blanc,Diesel,Manuelle,2018,88415,4.6,119,5,16 499
Volkswagen T-Roc,Volkswagen,Blanc Pur,Diesel,Manuelle,2019,93965,5.2,109,5,18 299
Opel Adam,Opel,Blanc Glacier,Essence,Manuelle,2018,37044,5.2,117,3,12 499
Seat Leon,Seat,Gris Pyrénéen,Essence,Manuelle,2017,124751,6,138,5,17 499
Jeep Renegade,Jeep,Alpine White,Diesel,Manuelle,2016,52869,4.4,115,5,16 999
Citroën C4 SPACETOURER,Citroën,Blanc Banquise,Essence,Manuelle,2018,60803,5.2,116,5,16 299
Kia Sportage,Kia,,Diesel,Manuelle,2018,72434,,,,17 199
Hyundai Kona,Hyundai,Rouge,Essence,Manuelle,2018,67774,5,125,5,15 399
Audi Q2,Audi,Blanc Ibis,Diesel,Manuelle,2017,84679,4.4,114,5,19 499
Seat Leon ST,Seat,Bianco,Diesel,Manuelle,2020,105704,5,138,5,14 099
Volkswagen Golf Sportsvan,Volkswagen,Gris Limestone,Diesel,Automatique,2015,80700,4.1,104,5,15 999
Citroën GRAND C4 SPACETOURER,Citroën,Gris Acier,Essence,Automatique,2019,77183,5.1,115,5,19 499
Skoda Fabia,Skoda,Bleu Racing,Essence,Manuelle,2022,21221,5.1,117,5,18 299
Citroën C4 SPACETOURER,Citroën,Gris Acier,Essence,Manuelle,2018,57349,5.2,114,5,15 999
Toyota Corolla,Toyota,Gris,Hybride essence,Automatique,2019,70863,3.3,76,5,19 299
Dacia Lodgy,Dacia,Noir Nacre,Essence,Manuelle,2019,39951,5,141,5,18 036
Citroën Grand C4 Picasso,Citroën,GRIGIO,Diesel,Automatique,2017,64864,4,106,5,17 999
Audi Q2,Audi,Gris Quantum,Essence,Automatique,2017,100090,6.3,144,5,22 499
Opel Crossland,Opel,Gris Artense,Diesel,Automatique,2020,30144,5.9,138,5,18 099
Peugeot Rifter,Peugeot,Deep Blue (M),Essence,Manuelle,2019,67512,5.5,119,5,19 199
Renault Espace 5,Renault,Blanc Nacré,Diesel,Automatique,2016,90532,4,120,5,18 499
Hyundai Tucson,Hyundai,Phantom Black,Diesel,Manuelle,2019,80780,4.6,122,5,18 499
Mini Countryman,Mini,Melting Silver,Diesel,Automatique,2018,127425,4.4,119,5,19 999
Mercedes Classe B,Mercedes,Noir Cosmos,Essence,Automatique,2018,102309,6.2,142,5,18 999
Volkswagen Golf 8,Volkswagen,Blanc Pur,Essence,Manuelle,2021,36910,5,116,5,21 499
Nissan Leaf,Nissan,Gris Squale,Electrique,Automatique,2021,30785,0.0,0,5,18 999
Dacia Dokker,Dacia,Blanc Glacier,Essence,Manuelle,2020,54643,6,153,5,15 999
Mazda CX-5,Mazda,Soul Red Crystal,Diesel,Manuelle,2018,107785,5,132,5,18 999
Suzuki S-CROSS,Suzuki,,Hybride essence,Automatique,2021,54259,,,,19 299
Volkswagen Passat SW,Volkswagen,Black,Diesel,Automatique,2018,116577,4.4,114,5,19 499
Mercedes GLA,Mercedes,Bleu Cavansite,Diesel,Automatique,2017,99840,5,127,5,23 799
Toyota RAV 4,Toyota,Blanc Nacré,Hybride essence,Automatique,2016,98595,4.9,115,5,21 499
Skoda KAMIQ,Skoda,Blanc Lune,Essence,Automatique,2021,28485,5.8,134,5,19 799
BMW X2,BMW,Saphirschwarz,Diesel,Manuelle,2018,58270,4.9,119,5,23 999
Suzuki S-CROSS,Suzuki,Blanc,Hybride essence,Manuelle,2020,51592,5.4,128,5,17 999
Audi A4 Avant,Audi,Gris Daytona Nacré,Diesel,Automatique,2017,100306,4.3,113,5,24 499
Kia XCEED,Kia,Blanc,Hybride essence rechargeable,Auto...,2021,40475,N/A,38,5,22 499
Toyota Corolla,Toyota,Blanc Pur,Hybride essence,Automatique,2019,63774,3,76,5,19 999
Hyundai Ioniq,Hyundai,Polar White,Electrique,Automatique,2022,14632,0.0,0,5,21 499
Volkswagen T-CROSS,Volkswagen,Reflet d'Argent,Essence,Manuelle,2022,20362,5,131,5,19 999
BMW X2,BMW,BLU,Diesel,Automatique,2018,97699,5.9,121,5,23 999
BMW X1,BMW,Glaciersilber,Diesel,Automatique,2019,108187,4,124,5,23 999
Mazda Mazda 2,Mazda,Black Metallic,Hybride essence,Automatique,2023,7788,3,87,5,20 499
Peugeot 508,Peugeot,Gris Artense,Diesel,Automatique,2021,68195,4,121,5,22 499
Mercedes Classe C,Mercedes,Gris Sélénite,Diesel,Automatique,2018,36378,5.2,127,4,29 299
Opel Mokka,Opel,Gris Quartz / Toit Noir,Essence,Automatique,2022,29185,5,133,5,21 999
Audi Q3,Audi,Gris Daytona,Essence,Automatique,2019,58670,5.4,130,5,29 999
Hyundai Ioniq,Hyundai,Fluidic Metal,Hybride essence rechargeable,Auto...,2021,50452,1.1,26,5,22 799
Citroën C4 X,Citroën,Gris Platinium,Essence,Automatique,2023,3863,5,129,4,23 199
Skoda Karoq,Skoda,Gris Perle,Essence,Automatique,2022,17443,6.2,146,5,31 499
Volkswagen Caddy,Volkswagen,Blanc Candy,Diesel,Automatique,2022,31717,5.2,136,4,29 999
Citroën C5 X,Citroën,Blanc Nacré / Toit Noir Perla Nera,Essence,Automatique,2022,14082,6,136,5,24 899
BMW X3,BMW,Gris Sophistaugrau,Diesel,Automatique,2018,76700,4,127,5,29 499
Kia Niro,Kia,Blanc Nacré,Electrique,Automatique,2021,29186,0.0,0,5,26 999
Opel GRANDLAND,Opel,Blanc Arktis,Essence,Automatique,2023,12192,6.3,146,5,29 499
DS DS7 CROSSBACK,DS,Noir Perla Nera,Diesel,Automatique,2021,36415,4,138,5,30 499
Kia Niro,Kia,Blanc Céleste,Electrique,Automatique,2020,41867,0.0,0,5,25 999
Seat Ateca,Seat,Noir Magique,Diesel,Automatique,2021,47745,5,131,5,26 399
Audi Q3,Audi,Bleu Cosmos,Essence,Manuelle,2019,29627,6.4,139,5,28 706
Tesla MODEL 3,Tesla,Blanc,Electrique,Automatique,2021,27900,0.0,0,4,30 999
Peugeot 508 SW,Peugeot,Gris Artense,Diesel,Automatique,2021,16965,4,124,5,27 799
Renault Koleos,Renault,Noir Metal,Essence,Automatique,2022,17995,6,155,5,27 399
Renault Trafic,Renault,,Diesel,Automatique,2021,42274,,,,33 099
Renault Grand Scenic,Renault,,Essence,Automatique,2022,38621,,,,26 999
Tesla MODEL 3,Tesla,Blanc Nacré Multicouches,Electrique,Automatique,2021,26886,0.0,0,4,30 999
DS DS4,DS,Or Cuivré / Noir Perla Nera,Diesel,Automatique,2022,10864,3,127,5,28 999
BMW Série 3,BMW,Gris Skyscraper,Hybride diesel,Automatique,2023,2210,4.5,128,4,37 499
Opel Movano,Opel,,Diesel,Manuelle,2022,11,,,,34 299
Mitsubishi Eclipse Cross,Mitsubishi,Polar White,Hybride essence rechargeable,Auto...,2022,24360,2,46,5,29 399
DS DS4 CROSSBACK,DS,Noir Perla Nera,Diesel,Manuelle,2018,81505,3.8,100,5,14 899
Volkswagen Touran,Volkswagen,Atlantik blue (blau),Essence,Automatique,2021,13600,6.8,151,5,31 334
BMW Série 2 Active Tourer,BMW,Alpinweiss,Essence,Automatique,2022,11894,6,143,5,32 499
Renault Mégane E-TECH,Renault,Bleu Nocturne / Toit gris schiste,Electrique,Automatique,2023,2469,0.0,0,5,37 499
Volvo XC60,Volvo,,Hybride essence rechargeable,Auto...,2020,54380,,,,40 499
BMW X3,BMW,Saphirschwarz,Diesel,Automatique,2020,48726,N/A,131,5,34 999
Peugeot 308,Peugeot,Noir Perla Nera,Essence,Manuelle,2015,95435,4,105,5,11 699
Tesla MODEL S,Tesla,Midnight Silver Metallic,Electrique,Automatique,2018,60470,0.0,0,4,44 999
Skoda Superb Combi,Skoda,Black,Diesel,Automatique,2022,25648,5.3,136,5,36 399
Mini Clubman,Mini,GREY,Essence,Automatique,2020,24481,7.7,161,5,38 499
Mazda Mx-30,Mazda,,Electrique,Automatique,2020,17932,0.0,0,,20 199
Kia Niro,Kia,Gris Galène,Hybride essence,Automatique,2018,54821,3.4,101,5,20 499
BMW X5,BMW,Saphirschwarz,Hybride essence rechargeable,Auto...,2021,8450,1.2,30,5,69 999
Peugeot 208,Peugeot,Rouge Rubi,Essence,Manuelle,2015,114215,4.3,99,3,9 499
Mercedes Classe C,Mercedes,Noir Obsidienne,Diesel,Automatique,2019,79080,4.8,112,4,25 499
Citroën C3 Aircross,Citroën,Natural White,Essence,Manuelle,2018,51652,5.1,116,5,11 999
Volkswagen Tiguan Allspace,Volkswagen,Gris Pyrite,Diesel,Automatique,2023,21933,5.7,124,5,42 299
Peugeot 5008,Peugeot,Bleu Bourrasque,Essence,Manuelle,2018,70464,5.1,118,5,17 999
Volvo V60,Volvo,,Hybride diesel,Automatique,2022,5905,,,,43 499
Audi Q3 Sportback,Audi,Turboblau,Hybride essence rechargeable,Auto...,2021,25000,2,44,5,45 999
Peugeot 208,Peugeot,Gris Aluminium,Essence,Manuelle,2018,116520,4.7,109,5,9 499
Renault Twingo 3,Renault,Noir Etoile,Essence,Manuelle,2019,86001,5.4,108,5,9 999
Land Rover Range Rover Evoque,Land,Blanc Fuji,Hybride essence rechargeable,Auto...,2021,45244,2,44,5,49 999
Renault Mégane 4,Renault,Blanc Glacier,Essence,Manuelle,2019,58865,5.3,124,5,12 999
Volvo XC90,Volvo,,Diesel,Automatique,2020,43397,,,,52 499
Mercedes Classe C Break,Mercedes,White,Hybride essence rechargeable,Auto...,2023,6680,0.7,13,5,58 999
Renault Zoé,Renault,Blanc Glacier,Electrique,Automatique,2017,41022,0.0,0,5,9 499
Nissan Qashqai,Nissan,Blanc Lunaire,Essence,Manuelle,2017,92080,5.6,129,5,14 699
Peugeot 3008,Peugeot,Gris Shark,Diesel,Manuelle,2016,96330,4.1,108,5,13 499
Dacia Sandero,Dacia,Bleu Navy,Essence,Manuelle,2018,31292,5.2,117,5,9 499
Opel Corsa,Opel,Gris Platinium,Essence,Manuelle,2020,23221,4.1,93,5,12 999
Renault Clio 4,Renault,Gris Cassiopée,Diesel,Manuelle,2015,68660,3.6,90,5,11 999
Skoda Scala,Skoda,GREY,Essence,Automatique,2022,24733,5.9,133,5,22 999
Skoda Octavia Combi,Skoda,Bleu Energie,Hybride essence rechargeable,Auto...,2021,25118,1,24,5,25 399
MG EHS,MG,Pebble Black,Hybride essence rechargeable,Auto...,2022,1120,1,43,5,28 599
Peugeot 308 SW,Peugeot,Bleu Magnetic,Essence,Automatique,2016,106578,4.9,112,5,12 299
Peugeot 308 SW,Peugeot,Noir Perla Nera,Essence,Manuelle,2016,87198,4.8,111,5,11 999
Renault Kadjar,Renault,Gris Titanium,Diesel,Automatique,2016,88697,3.9,99,5,14 499
Audi Q5 SPORTBACK,Audi,Navarrablau,Hybride essence rechargeable,Auto...,2021,23370,1.7,41,5,58 999
Volkswagen Golf 7,Volkswagen,Noir Intense,Diesel,Automatique,2013,123521,4.4,119,5,14 999
Volkswagen Polo,Volkswagen,Gris Urano,Essence,Manuelle,2020,43930,4.7,124,5,14 499
Renault Scénic 4,Renault,Gris Cassiopée / Toit Noir Etoilé,Essence,Manuelle,2016,64180,5.8,129,5,15 799
Fiat 500X,Fiat,Blanc Gelato,Essence,Automatique,2018,97596,5.7,133,5,13 999
Renault Clio 5,Renault,Gris Titanium,Diesel,Manuelle,2019,56074,4,95,5,14 499
Ford Focus,Ford,Mica Noir Shadow,Essence,Manuelle,2018,67812,4.2,108,5,14 499
Volkswagen Tiguan,Volkswagen,Gris poivre,Diesel,Manuelle,2015,70235,5,138,5,16 799
Seat Leon ST,Seat,Gris Urbain,Diesel,Automatique,2018,111931,4,111,5,14 999
Citroën C4 Cactus,Citroën,Gris Platinium,Essence,Manuelle,2020,76493,4,130,5,13 699
Renault Mégane 4 Estate,Renault,Noir Etoile,Diesel,Automatique,2019,71775,4.7,124,5,16 999
Ford C-Max,Ford,,Diesel,Manuelle,2018,103773,,,,13 345
Seat Leon ST,Seat,GRIGIO,Diesel,Manuelle,2020,101694,5,138,5,14 099
Renault Talisman,Renault,Blanc Nacré,Diesel,Automatique,2016,98567,4.5,118,4,15 999
Ford Ecosport,Ford,Blanc Glacier,Essence,Manuelle,2021,17675,6.2,138,5,16 499
Nissan X-Trail,Nissan,Gris Argent,Diesel,Manuelle,2017,82672,5.1,133,5,17 799
Nissan Micra,Nissan,Gris Acier,Essence,Manuelle,2020,65733,N/A,133,5,13 199
Volkswagen T-Roc,Volkswagen,Jaune Curcuma,Essence,Manuelle,2018,62075,5,115,5,18 499
Mini Mini,Mini,Emerald Grey,Diesel,Automatique,2018,64322,3.6,99,5,19 099
Mercedes Classe A,Mercedes,,Diesel,Automatique,2019,72469,,,,23 199
Seat Leon,Seat,Blue Asphalte,Essence,Manuelle,2020,60189,5.8,133,5,19 999
Audi A3 Sportback,Audi,Noir Brillant,Essence,Automatique,2017,80842,5,114,5,21 999
Renault Espace 5,Renault,Gris Platine,Diesel,Automatique,2016,84500,4.6,120,5,18 499
BMW Série 1,BMW,Alpinweiss,Essence,Automatique,2018,72364,5.8,130,3,21 299
Opel Grandland X,Opel,Noir Diamant,Essence,Manuelle,2019,18148,5.2,118,5,18 499
Volkswagen Golf Sportsvan,Volkswagen,Gris Argent,Essence,Automatique,2018,62514,5.1,109,5,17 499
Volkswagen Golf 8,Volkswagen,,Diesel,Manuelle,2020,42665,,,,21 499
Dacia Dokker,Dacia,Blanc Glacier,Essence,Manuelle,2020,46222,6,153,5,15 999
Honda Civic,Honda,Rouge Rallye,Essence,Manuelle,2021,30209,6.2,137,5,20 999
Suzuki S-CROSS,Suzuki,Cool white pearl,Hybride essence,Manuelle,2020,37894,5.9,110,5,19 499
